keyword,legal_name,num_uei,cage,physical_address,mailing_address,entity_url,start_date,contact1,contact2,state_country_incorporation,congressional_district
"miRecule, Inc.","MIRECULE, INC.",D2DDKPAALJR3,7KWU3,"704 Quince Orchard RD,Gaithersburg, Maryland,20878-1751, United States","704 Quince Orchard RD,Suite 140,Gaithersburg, Maryland,20878-1751, United States",,"Feb 6, 2016","Anthony D Saleh, CEO","Anthony D Saleh, CEO","Maryland, United States",Maryland 06
Opal HTM,"OPAL HTM, INC.",KW2NMJ1EGY69,7ZQ90,"1623 W Fulton ST,Chicago, Illinois,60612-2507, United States","PO Box 104,Pomfret, Maryland,20675, United States",https://www.opalhtm.com/,"Jun 2, 2021","Connor Roberts, CEO","Connor Roberts, CEO","Delaware, United States",Illinois 07
RedShred,"REDSHRED, LLC",GU8RZGZXU5K7,766U3,"5520 Research Park DR STE 100,Catonsville, Maryland,21228-4851, United States","5520 Research Park Drive,Suite 100,Baltimore, Maryland,21228-4851, United States",https://redshred.com/,"Apr 29, 2014",Jeehye Yun,"James Kukla, CTO","Maryland, United States",Maryland 07
"Sonavex, Inc.",SONAVEX INC,EFQ8AGCC5HK7,70ZR7,"2835 Odonnell ST,STE 200,Baltimore, Maryland,21224-4994, United States","2835 O'donnell ST,Suite 200,Baltimore, Maryland,21224-4994, United States",,"Mar 2, 2015",David Narrow,David Narrow,"Delaware, United States",Maryland 07
"Sonavex, Inc.",SONAVEX INC,EFQ8AGCC5HK7,70ZR7,"2835 Odonnell ST,STE 200,Baltimore, Maryland,21224-4994, United States","2835 O'donnell ST,Suite 200,Baltimore, Maryland,21224-4994, United States",,"Mar 2, 2015",David Narrow,David Narrow,"Delaware, United States",Maryland 07
Nicelle Technologies LLC,NICELLE TECHNOLOGIES INC,UYWZM8MHL2W7,9SKT1,"2140 S Dupont HWY,Camden, Delaware,19934-1249, United States","PO Box 37236,Raleigh, North Carolina,27627, United States",https://nicelletech.com/,"Oct 30, 2023",Cheryl T Wooten,Cheryl T Wooten,"Delaware, United States",Delaware 00
Imagining Reality Insights & Solutions Inc.,"IMAGINING REALITY INSIGHTS & SOLUTIONS, INC.",YBJNM8JECF46,985P0,"300 W Pratt ST,Su 200,Baltimore, Maryland,21201-6504, United States","300 W Pratt ST STE 200,Baltimore, Maryland,21201-6512, United States",,"Nov 1, 2021",Nao Gamo,Amy Hizoune,"Maryland, United States",Maryland 07
"AGAPE Strategic Solutions of Maryland, LLC","AGAPE STRATEGIC SOLUTIONS OF MARYLAND, LLC",RQVUQQ9T9MT6,9KY65,"3102 Tribune CT,Hyattsville, Maryland,20782-2977, United States","3102 Tribune CT,Hyattsville, Maryland,20782-2977, United States",https://www.agapessom.com/,"Nov 23, 2022","Melva T Covington, Dr","Melva T Covington, Dr","Maryland, United States",Maryland 04
