keyword,legal_name,num_uei,cage,physical_address,mailing_address,entity_url,start_date,contact1,contact2,state_country_incorporation,congressional_district
X-CDi,X-CDI LLC,TZMHT7XZQVT7,9XTW4,"1908 Greenberry RD,Baltimore, Maryland,21209-4539, United States","1908 Greenberry RD,Baltimore, Maryland,21209-4539, United States",https://xcdinnovations.com/,"Sep 26, 2023","David Onime, CEO","Ifeanyichukwu C Ogbonna, CTO","Maryland, United States",Maryland 02
TSESSEBE Technologies,"TSESSEBE TECHNOLOGIES, L.L.C.",P659KW2BX517,9H2S3,"19329 Mossbrook CT,Germantown, Maryland,20874-1569, United States","19329 Mossbrook Court,Germantown, Maryland,20874-1569, United States",,"Mar 22, 2022","Nicollette Glasser Maunganidze, Ms.","Nicollette Glasser Maunganidze, Ms.","Maryland, United States",Maryland 06
NewCopper LLC,NEWCOPPER LLC,PYQ6FYUU9DF1,(blank),"9308 Cherry Hill RD APT 227,College Park, Maryland,20740-1220, United States","9308 Cherry Hill RD APT 227,College Park, Maryland,20740-1220, United States",,"Nov 16, 2023","Shenqiang Ren, Founder","Shenqiang Ren, Founder","Maryland, United States",Maryland 04
DiverseHireHub,NEWCOPPER LLC,PYQ6FYUU9DF1,(blank),"9308 Cherry Hill RD APT 227,College Park, Maryland,20740-1220, United States","9308 Cherry Hill RD APT 227,College Park, Maryland,20740-1220, United States",,"Nov 16, 2023","Shenqiang Ren, Founder","Shenqiang Ren, Founder","Maryland, United States",Maryland 04
