keyword,legal_name,num_uei,cage,physical_address,mailing_address,entity_url,start_date,contact1,contact2,state_country_incorporation,congressional_district
gaja,INSTITUT ZA ANTROPOLOGIJU,HF7TM8LNVKS7,A00JB,"Ljudevita Gaja 32,Zagreb,10000, Croatia","Ljudevita Gaja 32,Zagreb,10000, Croatia",,"Sep 27, 1991","Jelena Sarac, Dr.",Ured Instituta,"(blank), Croatia",Not Applicable
gaja,,,,"1291 OLD PEACHTREE RD NW,STE 201,SUWANEE, GA,30024-2032, USA",,,,,,,
gaja,LUC,V3JZZNLGVT53,A0JKB,"Ljudevita Gaja 44,Zagreb,10000, Croatia","Ljudevita Gaja 44,Zagreb, Zagreb,10000, Croatia",,"Aug 20, 2014",Ruzica Vuskovic,Ruzica Vuskovic,"(blank), Croatia",Not Applicable
gaja,"SVEUCILISTE U OSIJEKU, EKONOMSKI FAKULTET U OSIJEKU",XT7DDMD1E7V4,A0JYB,"Trg Ljudevita Gaja 7,Osijek,31000, Croatia","Trg Ljudevita Gaja 7,Osijek,31000, Croatia",,"Jun 14, 1961",Katica Križanović,Katica Križanović,"(blank), Croatia",Not Applicable
gaja,NEPAL GAJA DEVELOPMENT FOUNDATION,E2Q3ENL6K8A1,SBWA8,"Purano Cinema Road,Baglung,(blank), Nepal","Purano Cinema Road,Baglung,(blank), Nepal",,"Sep 25, 1993","Pramananda Kandel, Executive Director","Pramananda Kandel, Executive Director","(blank), Nepal",Not Applicable
Muthabara Innovations LLC,,,,"1614 ALBERT DRIVE,BOWIE, MD,20721-2240, USA",,,,,,,
Globally Unified Air Quality Inc.,GLOBALLY UNIFIED AIR QUALITY INC.,H8MBFYWNHUD8,97LH5,"59 Hazelwood LN,Grand Island, New York,14072-3318, United States","3400 Prospect ST NW,Washington, District Of Columbia,20007, United States",,"Feb 13, 2020","Anna Giaquinto, Co-Founder & CEO","Anna Giaquinto, Co-Founder & CEO","Delaware, United States",New York 26
