keyword,legal_name,num_uei,cage,physical_address,mailing_address,entity_url,start_date,contact1,contact2,state_country_incorporation,congressional_district
Shuvra Bhattacharyya,"STREAMLINED EMBEDDED TECHNOLOGIES, LLC",D62SJ9J6LJN8,6TC49,"4325 Broadgate CIR,Ellicott City, Maryland,21043-5513, United States","4325 Broadgate Circle,Ellicott City, Maryland,21043, United States",http://www.setdf.com/,"Jun 26, 2012","Shuvra Bhattacharyya, President","Shuvra Bhattacharyya, President","Maryland, United States",Maryland 07
AMPX Technologies Inc.,"AMPX TECHNOLOGIES, INC.",J1T8EM6N9AE5,81C97,"4467 Technology Drive RM 3125,College Park, Maryland,20742-0001, United States","4467 Technology DR RM 3125,College Park, Maryland,20742, United States",,"Jan 18, 2018",Zeyu Zhang,Zeyu Zhang,"Maryland, United States",Maryland 04
